,CAS,cSMILES
3177,49859-70-3,C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3178,94159-79-2,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3179,755-42-0,CNCC(F)(F)C(F)(F)C(F)(F)F
3180,75032-95-0,O=C([O-])CC[C@@H](NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-].[Na+].[Na+]
3181,67584-57-0,C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3182,357-26-6,FC(F)=C(F)C(F)(F)C(F)(F)F
3183,113999-61-4,CCCCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3184,261503-42-8,O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3185,38550-47-9,OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3186,41997-13-1,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3187,89621-93-2,OCCC(I)CC(F)(F)C(F)(F)C(F)(F)F
3188,78974-42-2,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3189,129838-38-6,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3190,1882109-81-0,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F
3191,69804-19-9,N#CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
3192,84123-65-9,C=CCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
3193,218462-19-2,COC(F)(F)C(F)(F)C(F)(F)F.Cl/C=C/Cl
3194,905972-83-0,CCCCCCCCN1C=C[NH+](C)C1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3195,149068-56-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1
3196,69125-78-6,CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F
3197,34455-29-3,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
3198,220237-47-8,CCCCCCCC/C=C\CCCCCCCC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3199,95682-66-9,C1CC[NH2+]CC1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3200,98873-61-1,CC(NC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)c1ccccc1
3201,356056-13-8,CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C
3202,931415-53-1,CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3203,57678-05-4,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3204,94200-56-3,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3205,25264-81-7,N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3206,97220-62-7,O=C(O)c1cc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc(C(=O)O)c1
3207,51502-45-5,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3208,521084-64-0,CCCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC)OCCC
3209,871311-23-8,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3210,169213-94-9,OC1OCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3211,1365808-09-8,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
3212,210491-04-6,CCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3213,99324-96-6,FC(F)(F)C(F)(CCI)C(F)(F)F
3214,139175-50-1,NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3215,355-43-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
3216,1582-32-7,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
3217,3658-57-9,N.O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)Cl
3218,1630969-89-9,CCc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(Cl)c1N
3219,559-92-2,Cc1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1
3220,133921-38-7,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3221,305849-27-8,O=C(Nc1cccc2ccccc12)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3222,355-68-0,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
3223,1816282-96-8,FC(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cn1
3224,857637-92-4,O=C1N[C@@H](Cc2ccccc2)[C@@H](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1
3225,24929-99-5,C[Si](C)(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F
3226,1882109-71-8,O=C(O)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F
3227,2398-76-7,O=[N+]([O-])c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1
3228,1026739-75-2,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F
3229,203201-14-3,CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3230,1882109-77-4,O=C(O)C(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
3231,129560-98-1,Oc1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
3232,93894-56-5,*C(F)(F)F.*F.*F.*F.*F.*F.NS(=O)(=O)C(F)C(F)C(F)C(F)C(F)C(F)C(F)(F)F
3233,129838-42-2,CCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3234,67939-36-0,C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3235,250738-43-3,CCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3236,65439-50-1,O=C(O)c1ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1
3237,27619-88-1,O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3238,1424379-21-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#CI(F)(F)(F)F
3239,80621-17-6,CN(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCS(=O)(=O)[O-].[Na+]
3240,79780-39-5,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3241,2396-16-9,Nc1cccc(C(F)(C(F)(F)F)C(F)(F)F)c1
3242,52166-82-2,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-]
3243,63967-41-9,O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3244,1835250-28-6,CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3245,19742-57-5,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+]
3246,1542-18-3,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)I
3247,51619-73-9,CN(CCO)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3248,41605-57-6,CC(=O)Nc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
3249,3107-32-2,O=P(O)(O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[Na+].[Na+]
3250,3108-42-7,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
3251,307531-76-6,O=C1C2C3C=CC(C3)C2C(=O)N1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3252,89889-25-8,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3253,25080-19-7,FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F
3254,4943-06-0,FC(F)(F)OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
3255,1980786-99-9,CCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3256,134052-01-0,OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3257,50285-19-3,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
3258,335-79-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
3259,2043-52-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
3260,308-13-4,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3261,556050-49-8,O=C(OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)ON1C(=O)CCC1=O
3262,52584-45-9,O=S(=O)([O-])c1ccc(OC(=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F)cc1.[Na+]
3263,125640-21-3,CC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3264,84246-29-7,O=S1(=O)NS(=O)(=O)C(F)(F)C(F)(F)C1(F)F
3265,92610-11-2,CCCCC/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3266,353272-55-6,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1Br
3267,36554-97-9,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3268,67193-90-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
3269,94159-80-5,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3270,68957-33-5,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3271,1384278-50-5,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)c1cccc2nnsc12
3272,89965-72-0,O=C(C#CC(F)(F)C(F)(F)C(F)(F)F)c1ccccc1
3273,79272-26-7,C=CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
3274,2641-34-1,O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
3275,1882109-78-5,O=C(O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
3276,181765-99-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3277,872672-61-2,C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
3278,85711-89-3,*CC.*F.*F.*F.FC(F)C(F)C(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3279,701909-41-3,C=C(Cl)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3280,91481-65-1,CC(C)(C)OOC(=O)C(F)(F)C(F)(F)C(F)(F)F
3281,1254971-76-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3282,261503-74-6,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3283,757-72-2,FC(F)(F)C(F)(F)C(F)(F)CO[Si](Cl)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F
3284,20897-65-8,O=C(O)c1ccnc(C(F)(F)C(F)(F)C(F)(F)F)c1
3285,67727-74-6,O=C(c1ccc(Br)cc1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
3286,1893-52-3,C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3287,128917-19-1,O=[N+]([O-])c1ccc(N/N=C/CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c([N+](=O)[O-])c1
3288,68516-17-6,O=S(=O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
3289,185911-29-9,O[Si](O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3290,182130-12-7,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3291,85631-54-5,C=CC(=O)OCCC(F)(F)C(F)(F)F
3292,145510-88-9,CC(C)OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
3293,94133-90-1,CN(C)CCCN(CC(O)CS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
3294,258341-99-0,Cc1cc(C)c([S+](c2ccccc2)c2ccccc2)c(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3295,1334419-24-7,C#CCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3296,93762-10-8,O=S(=O)([O-])C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[K+]
3297,241806-75-7,CC(C)(C)c1ccc([S+](c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3298,19190-61-5,COC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F
3299,1346521-42-3,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3300,425-68-3,CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)F
3301,1190931-41-9,O=C(O)C(F)(F)OC1(F)OC(F)(F)OC1(F)OC(F)(F)F
3302,172398-80-0,O=S(=O)([O-])c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+]
3303,1422444-58-3,COc1cc(OC)c(C(F)(F)C(F)(F)C(F)(F)F)c(OC)c1
3304,93776-11-5,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3305,308-48-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3306,3793-74-6,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
3307,65440-93-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1
3308,925457-51-8,CC(C)(C)C1=NCCCN=C(C(F)(F)C(F)(F)C(F)(F)F)CC(C(C)(C)C)=NCCCN=C(C(F)(F)C(F)(F)C(F)(F)F)C1
3309,106693-00-9,COC(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3310,21055-88-9,CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3311,135548-22-0,OCC(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3312,123613-18-3,CC(C)CCCC(C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](OC(=O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC[C@]4(C)[C@H]3CC[C@@]21C
3313,67584-54-7,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3314,94413-32-8,CC1C2CC(C1SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1C(=O)OC(=O)C21
3315,139060-76-7,C=CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3316,68259-07-4,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
3317,129498-18-6,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3318,25431-45-2,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3319,51249-67-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3320,146955-22-8,C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3321,186406-48-4,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1
3322,65530-72-5,O=P([O-])([O-])OCCC(F)(F)F.[NH4+].[NH4+]
3323,92589-42-9,CCCCCCCCCCCCCCCOc1cccc(OC(CC)C(=O)Nc2cc(O)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc2OC(F)(F)C(F)Cl)c1
3324,114221-77-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3325,35709-15-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3326,160336-21-0,*SCCC(F)(F)F.CN(C)CCCNC(=O)CCC(=O)O
3327,181044-06-4,O=C1OCC(COCC(F)(F)C(F)(F)C(F)(F)F)O1
3328,924894-11-1,O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3329,1422-65-7,C=CC(=O)NCC(F)(F)C(F)(F)C(F)(F)F
3330,97259-81-9,O=C(O)/C=C\C(=O)NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3331,203200-82-2,C/C(=C/C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NNC(=O)c1ccccc1
3332,677324-21-9,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3333,117205-07-9,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[K+]
3334,1463530-19-9,N#Cc1ccc(N)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3335,307-70-0,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
3336,145663-11-2,O=c1[nH]c(=S)[nH]cc1C(F)(F)C(F)(F)C(F)(F)F
3337,158018-94-1,CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3338,56773-42-3,CC[N+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3339,76962-34-0,C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3340,13485-61-5,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3341,376383-49-2,COc1c2occc2c(OC)c2c(=O)cc(C(F)(F)C(F)(F)C(F)(F)F)oc12
3342,267239-61-2,O=C(O)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F
3343,944578-05-6,CCC(C)=NO[Si](C)(OCCNS(=O)(=O)C(F)(F)C(F)(F)F)ON=C(C)CC
3344,230295-10-0,O=C(c1ccccc1)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3345,3934-23-4,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3346,149068-60-0,FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(Br)cc1)(C(F)(F)F)C(F)(F)F
3347,36390-05-3,O=C(O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O
3348,1547-26-8,C=C(F)C(F)(F)C(F)(F)C(F)F
3349,70900-35-5,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
3350,15899-31-7,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
3351,54387-09-6,Fc1c(F)c(F)c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1F
3352,2396-23-8,FC(F)(F)C(F)(c1ccc(Br)cc1)C(F)(F)F
3353,340034-57-3,CCC(C)OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
3354,150618-42-1,NC(CC(=O)O)C(F)(F)C(F)(F)C(F)(F)F
3355,308-26-9,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3356,1608112-38-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2s1
3357,559-94-4,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1
3358,53638-10-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3359,57677-95-9,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
