,CAS,cSMILES
170,220075-01-4,COC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC
171,15242-17-8,C=CCOC(F)(C(F)(F)F)C(F)(F)F
172,1895-26-7,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
173,1355554-70-9,CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SC(C)C
174,1428569-18-9,CCOC(=O)Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)nn1C
175,475630-76-3,COC(=O)c1c(OC)cccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
176,68957-61-9,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Cl
177,1612778-35-4,O=[S@](/N=C/c1ccc(Cl)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
178,161981-35-7,OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
179,307-78-8,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O
180,183873-57-6,CCCCCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
181,73928-40-2,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
182,214196-02-8,CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
183,71076-47-6,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
184,94094-26-5,CCCCCCCCCCCCC(C(=O)O)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(CCCCCCCCCCCC)C(=O)O
185,423-31-4,FC(F)C(F)(F)C(F)(F)C(F)(F)Cl
186,681477-42-9,O=S(=O)(C(=Ic1ccccc1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
187,83650-67-3,O=C(O)c1[nH]c(C(=O)O)c(CC(F)(F)C(F)(F)C(F)(F)F)c1CC(F)(F)C(F)(F)C(F)(F)F
188,91998-13-9,O=S(=O)([O-])c1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+]
189,923569-77-1,COc1ccc(/N=C(\Cl)C(F)(F)C(F)(F)C(F)(F)F)c(C)c1
190,75668-25-6,CC(C)CNC(=O)C(F)(F)C(F)(F)C(F)(F)F
191,343627-68-9,FC(=CCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
192,65510-56-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
193,118694-32-9,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
194,47795-34-6,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
195,59665-25-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr
196,188492-56-0,Cc1ccc(S(=O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
197,93894-53-2,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
198,26446-59-3,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C1CCOC1
199,24407-09-8,C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
200,64018-26-4,O=C(Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
201,927670-12-0,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
202,103831-28-3,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
203,423-88-1,C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
204,375-00-8,N#CC(F)(F)C(F)(F)C(F)(F)F
205,97388-28-8,FC1(F)C(F)(F)C(F)(F)C(F)(N=Nc2ccccc2)C1(F)F
206,1612778-42-3,CCOC(=O)/C=N/S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
207,55009-88-6,C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
208,150223-14-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CI
209,67939-61-1,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
210,254889-10-6,O=S(=O)(N[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
211,369371-43-7,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)OC(F)(Cl)C(F)(F)Cl
212,105416-14-6,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
213,2342-07-6,Fc1c(F)c(F)c2c(c1F)C(F)(F)C(F)(F)C(F)(F)C2(F)F
214,93762-09-5,O=S(=O)(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
215,1355555-19-9,CCCCS(=O)(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1CC
216,107831-93-6,CCCC/C(I)=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
217,80289-21-0,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)OC(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)OC(F)(F)F.[Cu+2]
218,134051-92-6,O=P(OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1
219,89932-76-3,NS(=O)(=O)c1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
220,1184-97-0,FC(C(F)(F)F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)F
221,93776-10-4,CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
222,123359-45-5,CC1(C)[C@H]2CC[C@]1(C)C(=O)/C2=C(/O)C(F)(F)C(F)(F)C(F)(F)F.CC1(C)[C@H]2CC[C@]1(C)C(=O)/C2=C(\O)C(F)(F)C(F)(F)C(F)(F)F.CC1(C)[C@H]2CC[C@]1(C)C(=O)/C2=C(\O)C(F)(F)C(F)(F)C(F)(F)F.[Er]
223,68259-38-1,CCN(CCOC(C)CO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
224,914637-05-1,CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
225,94159-92-9,OC(COc1ccccc1)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
226,68298-73-7,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C
227,88021-90-3,C=C(CC(F)(F)C(F)(F)C(F)(F)F)C(=O)OC
228,238742-84-2,O=C(CCCCC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
229,556050-48-7,O=C(OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)ON1C(=O)CCC1=O
230,64299-47-4,COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1
231,484024-67-1,O=S(=O)(NCC[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
232,376380-76-6,COc1c2c(c(OC)c3occc13)OC(O)(C(F)(F)C(F)(F)C(F)(F)F)CC2=O
233,42096-33-3,Cc1ccccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
234,2837-34-5,CCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
235,103634-36-2,Fc1c(F)c(F)c2c(c1F)C(F)(F)C2(F)C(F)(C(F)(F)F)C(F)(F)F
236,188534-35-2,CS(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
237,96791-81-0,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
238,1835255-38-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
239,119107-97-0,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
240,250738-42-2,CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
241,1427-89-0,O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
242,113584-52-4,CCCCCCCC[N+]1(CCCCCCCC)CCN(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1.[I-]
243,863126-43-6,CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
244,89076-11-9,OCCC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
245,113934-18-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1
246,1274722-59-6,CC(C#N)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
247,231630-88-9,O=C(n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
248,24216-05-5,O=C(Nc1ccc(S(=O)(=O)Cl)cc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
249,2708-54-5,CCCCCC(F)(F)C(F)(F)C(F)(F)F
250,662-00-0,CC(F)(F)C(F)(F)C(F)(F)F
251,243139-60-8,FC(F)(F)OC(F)(CC1CO1)C(F)(F)F
252,15742-62-8,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
253,68015-86-1,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
254,1835252-03-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
255,1612778-39-8,Cc1ccc(/C=N/[S@@](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
256,93776-05-7,CC(COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OC(C)COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
257,709620-35-9,C=CC1CC(F)(F)C1(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
258,41430-70-0,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
259,39847-39-7,O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
260,94133-91-2,C[N+](C)(CCO)CCCN(CC(O)CS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+].[OH-]
261,1771743-29-3,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1C=O
262,118400-71-8,FC(F)C(F)(F)C(F)(F)C(F)(F)CCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
263,182130-14-9,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
264,375-20-2,NC(=S)C(F)(F)C(F)(F)C(F)(F)F
265,125370-60-7,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC1CO1
266,94200-51-8,O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]
267,169331-74-2,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
268,68156-06-9,O=S(=O)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F
269,1604816-75-2,O=S(=O)([O-])CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
270,375-13-3,O=C(Br)C(F)(F)C(F)(F)C(F)(F)F
271,53826-12-3,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
272,356-28-5,C=COC(=O)C(F)(F)C(F)(F)C(F)(F)F
273,86714-23-0,FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
274,113116-18-0,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
275,102390-98-7,CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F
276,68298-60-2,C=CC(=O)OCCN(CCCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
277,18024-09-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
278,1771743-43-1,O=c1[nH]cc(C(F)(C(F)(F)F)C(F)(F)F)cc1Cl
279,1402929-36-5,OB(O)c1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C(F)(C(F)(F)F)C(F)(F)F)c1
280,375-62-2,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
281,1097631-01-0,CC(=O)SCCC(F)(C(F)(F)F)C(F)(F)F
282,51114-12-6,FC(F)(F)C(F)(c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1)C(F)(F)F
283,68298-09-9,O=S(=O)(NCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
284,37881-62-2,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)F
285,338-84-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
286,1355554-97-0,CCCCS(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1CC
287,64018-24-2,O=C(Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
288,1651-41-8,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
289,80284-42-0,CCC(CC)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F
290,65530-61-2,O=P(O)(O)OCCC(F)(F)F
291,423-49-4,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
292,71039-88-8,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
293,94158-20-0,CC/C(C)=N/O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O/N=C(\C)CC)O/N=C(\C)CC
294,376-84-1,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
295,94718-24-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C1(F)F
296,4314-29-8,O=C(NCCCl)C(F)(F)C(F)(F)C(F)(F)F
297,1816285-38-7,FC(F)(F)C(F)(c1cncc(Br)c1)C(F)(F)F
298,24690-53-7,C#CC(F)(C(F)(F)F)C(F)(F)F
299,903890-42-6,CO[Si](CCCOC(F)(F)C(F)(F)C(F)(F)F)(OC)OC
300,25431-48-5,CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
301,141977-66-4,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
302,150225-00-6,CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
303,109574-88-1,CCCCCC/C(I)=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
304,113999-54-5,CCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
305,94231-57-9,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
306,499975-92-7,CN1CCN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)CC1
307,63295-28-3,O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
308,37043-12-2,CCO[Si](CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC
309,53296-64-3,CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C
310,382-31-0,OCC(F)(F)C(F)C(F)(F)F
311,355-08-8,C=CC(F)(F)C(F)(F)C(F)(F)F
312,1401422-19-2,COc1ccc(C(OC[C@H]2O[C@@H](n3ccc(NC(=O)c4ccccc4)nc3=O)C[C@@H]2OP(OCCC#N)N(C(C)C)C(C)C)(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(OC)cc2)cc1
313,424-54-4,O=C(N1CCCC1)C(F)(F)C(F)(F)C(F)(F)F
314,106873-68-1,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
315,90499-29-9,CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
316,68758-57-6,O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
317,88951-20-6,NC(=O)[C@H]1CC[C@@H](C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1
318,190605-64-2,CCS(=O)(=O)N(CC(=O)[O-])C(F)(F)C(F)(F)F.[K+]
319,2396-19-2,CN(C)c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1
320,39239-77-5,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
321,1355555-05-3,CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)C(C)(C)C
322,83766-52-3,Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
323,183547-74-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI
324,67939-90-6,CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
325,81769-57-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1
326,94158-65-3,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
327,20017-49-6,Fc1c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c(F)c(F)c1C(F)(F)F
328,79070-11-4,FC(F)(Cl)C(F)(F)C(F)(Cl)Cl
329,29819-73-6,OCCCC(F)(C(F)(F)F)C(F)(F)F
330,1812247-20-3,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
331,86563-87-3,FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
332,3107-18-4,O=S(=O)([O-])C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F.[K+]
333,94159-87-2,CN(CC(=O)[O-])CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
334,862134-26-7,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(N(C)C(=O)c2ccc(F)cc2F)c1F
335,5102-53-4,NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NN
336,73602-44-5,CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
337,4151-50-2,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
338,33496-55-8,CCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
339,2398-75-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1
340,335-48-8,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)Br
341,327630-35-3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(-c2ccc(Br)s2)s1
342,17978-75-5,CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)/C([O-])=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Er+3]
343,99324-99-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr
344,42942-19-8,[2H]C([2H])([2H])C(C(=O)/C=C(\[O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H].[2H]C([2H])([2H])C(C(=O)/C=C(\[O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H].[2H]C([2H])([2H])C(C(=O)/C=C(\[O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H].[Pr+3]
345,15622-57-8,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
346,243128-38-3,FC(F)(F)C(F)(CCI)OC(F)(F)C(F)(F)C(F)(F)F
347,2284-51-7,CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F
348,61097-96-9,O=C(C(F)(OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F)C(F)(F)F)C(F)(OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F)C(F)(F)F
349,123825-55-8,Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)c(C=O)[nH]1
350,862130-91-4,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2[N+](=O)[O-])c1
351,510768-12-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)[nH]n1
352,67923-61-9,CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
353,1419865-31-8,O=C1OC(F)(C(F)(C(F)(F)F)C(F)(F)F)c2c(F)c(F)c(F)c(F)c21
354,572911-07-0,C=COCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
355,6014-75-1,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
356,68025-62-7,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
357,65530-64-5,O=P(O)(OCCC(F)(F)F)OCCC(F)(F)F.OCCNCCO
